Id,SalePrice
1461,112087.13947191881
1462,161605.97738270322
1463,174850.44910528453
1464,198645.38621503592
1465,195118.57780402107
1466,176615.4000933367
1467,179389.9810548284
1468,166733.63182742207
1469,189981.56150303676
1470,110342.80914265849
1471,208088.47144760587
1472,123195.7315647736
1473,111628.21374714456
1474,168053.6744880943
1475,116697.49994828459
1476,362238.3594497769
1477,233807.99550826824
1478,306829.85477604624
1479,293409.2329658872
1480,436878.8407668995
1481,285261.59026601876
1482,214588.5799175501
1483,179638.51517276652
1484,181304.1250693868
1485,197708.79271534854
1486,209317.68575540383
1487,277306.0275074189
1488,239764.0510474674
1489,181694.1017840741
1490,216991.27299664973
1491,209546.14966211084
1492,87143.41362767678
1493,204894.08488027274
1494,291405.547855083
1495,273494.60227186023
1496,221556.6745214347
1497,187225.61058380723
1498,175962.6887768592
1499,177824.6967068978
1500,171656.27216579055
1501,203974.55533225334
1502,163150.01002364687
1503,259953.57112630864
1504,240142.5984799543
1505,218797.1065914135
1506,189184.49548993458
1507,239700.3997297046
1508,196077.92956227774
1509,162763.74819888745
1510,146311.91110645852
1511,141141.64595061622
1512,177321.78755165508
1513,159459.32478752767
1514,147008.81467543112
1515,220803.14664758416
1516,169490.87527350802
1517,170963.7420627562
1518,126217.03718690493
1519,230220.31061990187
1520,119716.40276209661
1521,121773.66163698421
1522,185114.73650456255
1523,90322.98084989609
1524,119483.73252918723
1525,109796.76595389144
1526,108321.21353468043
1527,92793.00900200417
1528,145577.28776809224
1529,136323.19175567187
1530,208261.02996177215
1531,135277.24735408276
1532,98442.40504703438
1533,160188.41051497648
1534,130339.43174173718
1535,159452.07570593478
1536,107238.6948784102
1537,41667.82739646465
1538,192314.92042477021
1539,218291.53914743476
1540,119389.96545298304
1541,148883.55824134557
1542,137948.43308738153
1543,187920.46263522794
1544,79790.83963303582
1545,122670.27113633603
1546,139671.1722124128
1547,146679.9342707051
1548,138258.20717266283
1549,119477.4070898653
1550,129884.83474311279
1551,121818.87392943643
1552,141971.77422301297
1553,155348.4194902873
1554,123863.3736387873
1555,166342.02432812785
1556,90046.21682832227
1557,112104.24238028983
1558,94133.46750670031
1559,72303.1085537509
1560,138763.05348805978
1561,121645.15797757974
1562,119099.24558629107
1563,106859.00147993525
1564,156700.60227204522
1565,152858.920454461
1566,230263.32978514011
1567,67403.72023737396
1568,218410.50199585792
1569,128436.31507203227
1570,139967.90063540766
1571,108474.26705143624
1572,133065.87119994196
1573,232125.47470224742
1574,116398.52739388647
1575,231773.31134105253
1576,259674.03293117636
1577,187584.11055981088
1578,142703.54594373738
1579,133487.38955248916
1580,193644.75598034717
1581,156272.2003379584
1582,117316.5726907897
1583,291307.98856177076
1584,230332.73573415924
1585,159025.77903879597
1586,50644.90558185603
1587,94477.85655360378
1588,140262.30218653276
1589,109963.4664101142
1590,133535.47448668268
1591,66058.42331003724
1592,131276.44375792576
1593,120967.0862360507
1594,120855.29152122454
1595,100993.10715779942
1596,220436.98643780744
1597,171961.10271339153
1598,194898.31566048262
1599,195813.04925821256
1600,190965.14251904085
1601,36696.21346119908
1602,107309.39056020125
1603,79374.70031951857
1604,247729.87195146945
1605,254012.2926910678
1606,184180.17015485803
1607,168492.22932929464
1608,214666.27599693497
1609,185862.36580666492
1610,148498.24990761944
1611,143017.36849037977
1612,159823.15689984476
