1461,125756.39458543621
1462,165182.0391039205
1463,178728.88663548775
1464,200343.81274584198
1465,192848.90072360553
1466,177629.64574458613
1467,181346.13655206485
1468,168144.7626587554
1469,172904.37875897618
1470,120831.88649902503
1471,207229.14255552902
1472,109487.82992068488
1473,114759.96775448413
1474,163261.37794244004
1475,111146.59279190432
1476,363874.9197685367
1477,245363.8747383374
1478,298893.77179150266
1479,268838.88879499404
1480,456436.4777263006
1481,297405.68110590347
1482,205884.20584819443
1483,183242.26270197553
1484,174612.4063672414
1485,179274.9095041475
1486,204921.73818539246
1487,313579.6703985642
1488,235694.40176264703
1489,199126.23559211573
1490,222682.77977074502
1491,199395.74702644232
1492,99766.35825923711
1493,205596.07030664248
1494,304854.0438375011
1495,280592.1894028934
1496,221420.51502604992
1497,177711.39621856005
1498,167898.5614001816
1499,165951.05250553187
1500,170247.35786256538
1501,199562.47933667758
1502,155308.44652210234
1503,276872.50120939186
1504,236926.89324102981
1505,226861.420239468
1506,181712.1372210646
1507,244344.92382596462
1508,193302.59165818535
1509,156927.86000877764
1510,153756.4113025509
1511,142740.34309826954
1512,178979.55908513383
1513,143351.6927927193
1514,178449.39273101874
1515,225135.4852187299
1516,158615.30666782366
1517,162333.44996093737
1518,134673.08347084228
1519,243052.26040846464
1520,132537.67818348226
1521,136209.95924421208
1522,180799.85287026025
1523,104385.43483082166
1524,114239.41061862175
1525,118824.2446806723
1526,118405.00283432746
1527,106829.58234933825
1528,138951.72018743533
1529,144093.07981467608
1530,192407.35134584183
1531,129869.45425777035
1532,109533.23849062822
1533,158197.9942288296
1534,122039.02290441423
1535,165672.56985746115
1536,113459.03970677155
1537,85278.36317665078
1538,177723.22978303357
1539,198842.84542927082
1540,114321.8759558979
1541,153290.36126958305
1542,134703.43748834307
1543,200586.42882503662
1544,91891.93933156459
1545,114100.65144246237
1546,137516.34316480736
1547,147153.45264086337
1548,131143.8740565257
1549,114814.21457006346
1550,137334.4546166798
1551,118517.4954856438
1552,152552.51054512168
1553,158894.47103589986
1554,110814.08467003496
1555,175812.1082877003
1556,93165.87618196761
1557,107866.79660542963
1558,93013.02622417136
1559,97658.40667223396
1560,129574.58743123077
1561,145402.2549776467
1562,127571.15513410751
1563,108733.00884961722
1564,155834.12093959746
1565,153796.3123846873
1566,239382.97319844904
1567,83057.31584684558
1568,216014.1743437596
1569,143352.86325663095
1570,145156.5798703978
1571,122993.34531663856
1572,138226.01822047823
1573,237007.42318769195
1574,117364.25260907144
1575,218292.730434092
1576,245389.68434266595
1577,200472.47807819405
1578,139809.0914714199
1579,148210.8027233439
1580,191604.09409643663
1581,159100.90321720263
1582,128376.41384709244
1583,323550.81540670036
1584,240815.50424235823
1585,154001.3855637718
1586,72577.94094543954
1587,96952.9890756941
1588,140175.70166145836
1589,106167.10167533049
1590,134430.26132344222
1591,88653.24809892732
1592,125595.08816997311
1593,118220.29797757347
1594,119138.30842458978
1595,106905.72489581519
1596,221917.17469463157
1597,168743.53984658205
1598,186860.44562749518
1599,183110.82431941177
1600,189325.4615876427
1601,65777.07696409935
1602,112138.21504206827
1603,87332.51015585088
1604,252788.6050329974
1605,247747.2432686016
1606,173868.94883647165
1607,175132.3717868841
1608,212656.9293005069
1609,190526.18626916854
1610,160561.88470460486
1611,143257.588148176
1612,168017.8199520593
1613,178127.36973941996
1614,126726.9206870755
1615,87161.95307266363
1616,72708.95161476907
1617,95841.74701163985
1618,119932.09663080046
1619,149751.38153484077
1620,183155.9178467155
1621,144107.47114259133
1622,137980.3073364637
1623,278757.5854209064
1624,223881.71230174764
1625,118335.97994335991
1626,174812.09576538732
1627,189812.1787482776
1628,265874.04504724964
1629,178213.59212225743
1630,305365.6570828412
1631,202946.28507693563
1632,225327.20743886693
1633,176987.43003343366
1634,201183.2057341567
1635,178859.2107950093
1636,158995.46327415787
1637,190979.08859460652
1638,204800.27512856963
1639,180871.43978026006
1640,233159.92820408108
1641,174789.13632967818
1642,243079.4854031271
1643,222786.29554766652
1644,233585.4284435562
1645,206906.58390750934
1646,162203.44527316204
1647,152302.5988557118
1648,129243.33454811628
1649,138033.543654448
1650,125866.86024674549
1651,125860.06098678225
1652,115438.36893358367
1653,118246.43830646944
1654,156168.23265953822
1655,147797.4858189759
1656,153707.47356738494
1657,159404.85891991982
1658,159885.71978867246
1659,124062.73397237566
1660,159396.07126035215
1661,436814.2373487364
1662,362458.50111098937
1663,365876.4885288642
1664,492886.9798710705
1665,329794.52146586246
1666,289146.76909401035
1667,347617.6658307959
1668,336613.3768732785
1669,290858.74111372104
1670,338556.3265015334
1671,263850.9372981775
1672,441808.00401500263
1673,279773.769019898
1674,250236.37372763432
1675,196766.15814329137
1676,199938.11278833845
1677,233785.10901784807
1678,446736.6933465977
1679,337877.7278649637
1680,336492.5392905391
1681,276842.8134290309
1682,272644.5064541334
1683,183493.954655912
1684,186539.54936006048
1685,181588.41538447514
1686,177462.7520618475
1687,178385.72850518965
1688,203114.61676413086
1689,207691.6574299746
1690,202106.10316523805
1691,189723.26183198736
1692,247505.9392717755
1693,168606.7146135328
1694,177179.85342935793
1695,169095.8799147747
1696,273284.4238629281
1697,175541.15464896715
1698,321534.57955709274
1699,316033.80903368664
1700,239579.29695440078
1701,254621.8469567616
1702,251705.31578269886
1703,258831.90243125765
1704,273321.3760639184
1705,229258.66386635142
1706,449462.84939689026
1707,210356.54502941913
1708,211678.04827597062
1709,269857.07136840763
1710,230425.66779287864
1711,254529.5017043808
1712,243028.96321432636
1713,282907.27966209117
1714,219682.62356666266
1715,207369.2926047794
1716,196502.02890636143
1717,182699.0258889778
1718,131314.16335592986
1719,200308.89624955447
1720,244541.1469869262
1721,183386.97731196054
1722,130582.24983243208
1723,164475.8196796516
1724,210637.43763825303
1725,235627.1262640596
1726,191783.5895707542
1727,170211.1154214187
1728,196388.33210378088
1729,164834.77552938982
1730,161993.64237995812
1731,126253.30901221081
1732,125841.05211081733
1733,111788.76359071264
1734,123971.28414523696
1735,141665.13504963584
1736,117352.66950199947
1737,324635.53819073155
1738,231043.18429641836
1739,271581.59051868477
1740,238154.45859327517
1741,198174.6980720609
1742,180603.58415411698
1743,187557.73699521006
1744,320454.44924446027
1745,213662.05677827325
1746,201632.22597339755
1747,209230.7554121012
1748,213402.34660998348
1749,160697.72972446645
1750,140744.33583223884
1751,231845.91829212382
1752,117691.61029892738
1753,154800.5360326963
1754,206711.89371916692
1755,174149.84896665113
1756,132564.1351525836
1757,110948.93899940173
1758,145352.2134843949
1759,165447.24475513474
1760,178128.46001293202
1761,166531.67593589332
1762,164957.04593330523
1763,166981.14184924337
1764,107083.14805726576
1765,186898.85063568992
1766,184472.11533515807
1767,226206.74079480814
1768,147538.76127689698
1769,174908.8147279804
1770,165768.39050314034
1771,131007.94381428794
1772,145770.31284367794
1773,144985.7785180967
1774,135308.3980774269
1775,132231.82276404154
1776,114126.3040781298
1777,106433.4843496056
1778,144388.63117180584
1779,120372.8347262936
1780,178397.89821674756
1781,121466.72831279709
1782,87410.57695406515
1783,159137.36636587244
1784,106258.81066818017
1785,136941.69357166468
1786,150027.60123479707
1787,171987.06588597302
1788,63674.358473569664
1789,110204.18762524743
1790,69871.63729182558
1791,196304.10385549918
1792,154995.3197702948
1793,144571.2220265154
1794,164871.30657244736
1795,127441.64396951112
1796,110309.24217148009
1797,125543.13680747407
1798,109815.04703154
1799,104839.96317199821
1800,117299.48920868909
1801,129727.57617571176
1802,144293.7380619159
1803,152214.2617817687
1804,145589.74382221547
1805,137529.06606498716
1806,122471.25919533995
1807,144782.90620910976
1808,133599.29732845534
1809,125701.65573993354
1810,142695.25614275903
1811,102682.83189315171
1812,107340.09030021951
1813,125052.72124295747
1814,93960.82820250679
1815,44476.99644916952
1816,99743.55812957326
1817,135007.30713100158
1818,169846.93715372536
1819,133575.55713363126
1820,59457.730227628555
1821,103421.56011884214
1822,164723.66963464266
1823,50063.581996151406
1824,137383.0683075823
1825,126429.95782580746
1826,92856.38351013638
1827,101622.51580331082
1828,132697.6968568775
1829,132273.09028388665
1830,154352.1121182034
1831,157030.87395039055
1832,106349.05370236277
1833,145375.97298552404
1834,127360.69484782065
1835,147842.6389327107
1836,120135.5430406788
1837,99307.97051541787
1838,129587.73010204676
1839,88310.25452115707
1840,164299.25149209026
1841,141088.04665946518
1842,91099.0741990405
1843,142188.59671324908
1844,135051.01522274816
1845,141559.12111563218
1846,153006.09543335554
1847,174443.19551866775
1848,48614.52144229285
1849,119234.00550858524
1850,112225.71426261871
1851,151330.0080163295
1852,123826.10445343883
1853,145669.7911034222
1854,173497.5139295205
1855,162959.8042415709
1856,224029.48631614842
1857,155663.94903349172
1858,138183.09772862232
1859,120319.6022138698
1860,165178.7477626278
1861,118648.94057258253
1862,296487.4274901062
1863,291762.28700625105
1864,291841.07607236516
1865,320319.682439778
1866,349467.0069568528
1867,240505.9538324909
1868,281128.2873409545
1869,215247.14425986854
1870,231833.6157828165
1871,235866.5990837866
1872,185589.15224429494
1873,231442.82997693046
1874,137017.94165620574
1875,191506.00701071287
1876,196089.52240921406
1877,204854.86845916184
1878,211767.78951075487
1879,120117.85692101897
1880,135340.83342581755
1881,236056.25150231327
1882,247274.358625417
1883,197601.1696450981
1884,207470.7598461372
1885,239009.35047703295
1886,262156.92018468946
1887,215671.66992378805
1888,263080.2488313156
1889,179076.62889480672
1890,130127.37433091932
1891,143930.93353875852
1892,100215.28463057822
1893,134695.44607060027
1894,130701.93389422813
1895,141842.21184956434
1896,127555.30197045155
1897,126814.17515234978
1898,112569.41636158444
1899,152461.12892656928
1900,128470.6251753585
1901,158003.68276330602
1902,131182.26590768277
1903,198545.0386152367
1904,133673.44375395664
1905,189842.468103108
1906,177400.1539742928
1907,201973.7803109949
